id,ans
533,1
534,1
535,0
536,1
537,3
538,5
539,4
540,4
541,3
542,2
543,1
544,1
545,4
546,1
547,4
548,2
549,4
550,5
551,0
552,1
553,0
554,0
555,2
556,2
557,3
558,1
559,2
560,0
561,5
562,4
563,1
564,2
565,0
566,0
567,0
568,3
569,5
570,3
571,4
572,0
573,0
574,0
575,2
576,1
577,5
578,4
579,3
580,1
581,2
582,5
583,1
584,1
585,0
586,0
587,3
588,3
589,4
590,1
591,4
592,3
593,3
594,2
595,3
596,0
597,1
598,4
599,3
600,5
601,4
602,3
603,0
604,5
605,0
606,4
607,3
608,5
609,2
610,0
611,4
612,3
613,0
614,1
615,4
616,5
617,0
618,5
619,5
620,5
621,5
622,2
623,4
624,2
625,2
626,5
627,3
628,5
629,5
630,4
631,0
632,3
633,4
634,2
635,0
636,4
637,3
638,2
639,3
640,4
641,2
642,4
643,2
644,2
645,0
646,2
647,1
648,0
649,3
650,2
651,5
652,0
653,4
654,1
655,2
656,0
657,2
658,0
659,5
660,2
661,0
662,1
663,5
664,3
665,0
666,0
667,1
668,3
669,5
670,3
671,5
672,4
673,3
674,2
675,3
676,0
677,3
678,5
679,3
680,1
681,4
682,0
683,1
684,2
685,0
686,0
687,1
688,3
689,4
690,3
691,1
692,4
693,0
694,4
695,5
696,1
697,1
698,2
699,5
700,2
701,2
702,2
703,3
704,3
705,5
706,1
707,2
708,3
709,5
710,3
711,5
712,5
713,0
714,2
715,3
716,0
717,0
718,1
719,1
720,4
721,1
722,0
723,4
724,4
725,0
726,4
727,4
728,2
729,2
730,1
731,3
732,2
733,2
734,1
735,0
736,5
737,5
738,4
739,4
740,4
741,4
742,4
743,4
744,2
745,2
746,4
747,2
748,0
749,1
750,2
751,0
752,4
753,2
754,0
755,5
756,0
757,0
758,3
759,2
760,0
761,2
762,5
763,0
764,4
765,1
766,2
767,1
768,2
769,4
770,3
771,2
772,3
773,0
774,0
775,2
776,4
777,3
778,2
779,5
780,3
781,0
782,4
783,1
784,4
785,4
786,3
787,1
788,2
789,5
790,3
791,0
792,1
793,0
794,3
795,5
796,2
797,2
798,3
799,0
800,1
801,5
802,3
803,1
804,3
805,0
806,3
807,4
808,1
809,0
810,3
811,0
812,3
813,1
814,0
815,4
816,0
817,1
818,2
819,2
820,2
821,5
822,4
823,4
824,0
825,5
826,3
827,2
828,5
829,4
830,2
831,0
832,3
833,1
834,4
835,4
836,5
837,5
838,5
839,3
840,3
841,4
842,4
843,3
844,4
845,1
846,5
847,1
848,0
849,2
850,4
851,0
852,4
853,1
854,3
855,4
856,0
857,4
858,0
859,4
860,5
861,0
862,5
863,1
864,3
865,0
866,2
867,0
868,3
869,5
870,2
871,3
872,3
873,5
874,0
875,4
876,5
877,2
878,4
879,3
880,3
881,3
882,2
883,3
884,5
885,4
886,4
887,4
888,2
889,2
890,5
891,3
892,5
893,0
894,0
895,4
896,2
897,3
898,0
899,0
900,5
901,2
902,3
903,3
904,3
905,0
906,2
907,2
908,2
909,1
910,0
911,5
912,4
913,0
914,5
915,4
916,2
917,4
918,0
919,0
920,2
921,5
922,0
923,4
924,2
925,1
926,4
927,0
928,1
929,1
930,1
931,3
932,5
933,4
934,0
935,1
936,3
937,2
938,0
939,4
940,2
941,0
942,4
943,5
944,4
945,0
946,5
947,3
948,4
949,5
950,1
951,4
952,2
953,2
954,4
955,1
956,4
957,1
958,3
959,4
960,0
961,3
962,2
963,3
964,4
965,5
966,3
967,4
968,4
969,3
970,0
971,4
972,1
973,4
974,4
975,0
976,2
977,5
978,1
979,4
980,4
981,4
982,1
983,4
984,0
985,0
986,0
987,3
988,0
989,0
990,2
991,2
992,3
993,2
994,2
995,3
996,0
997,1
998,2
999,1
1000,2
1001,2
1002,4
1003,5
1004,3
1005,0
1006,1
1007,1
1008,4
1009,5
1010,4
1011,4
1012,2
1013,4
1014,2
1015,5
1016,3
1017,5
1018,1
1019,5
1020,5
1021,4
1022,1
1023,0
1024,4
1025,4
1026,3
1027,1
1028,3
1029,0
1030,0
1031,0
1032,4
1033,4
1034,5
1035,0
1036,2
1037,2
1038,2
1039,0
1040,1
1041,4
1042,5
1043,1
1044,2
1045,1
1046,4
1047,4
1048,0
1049,4
1050,0
1051,3
1052,2
1053,4
1054,2
1055,1
1056,4
1057,4
1058,5
1059,5
1060,4
1061,3
1062,1
1063,0
1064,0
1065,5
1066,0
1067,4
1068,0
1069,5
1070,5
1071,3
1072,3
1073,4
1074,5
1075,3
1076,5
1077,5
1078,1
1079,2
1080,2
1081,0
1082,4
1083,0
1084,2
1085,3
1086,1
1087,4
1088,0
1089,4
1090,2
1091,3
1092,4
1093,0
1094,3
1095,4
1096,3
1097,5
1098,0
1099,5
1100,0
1101,3
1102,1
1103,5
1104,0
1105,4
1106,5
1107,0
1108,0
1109,3
1110,2
1111,0
1112,5
1113,3
1114,2
1115,0
1116,0
1117,2
1118,0
1119,5
1120,4
1121,1
1122,2
1123,1
1124,2
1125,0
1126,3
1127,0
1128,3
1129,5
1130,2
1131,5
1132,3
1133,0
1134,0
1135,3
1136,2
1137,2
1138,4
1139,4
1140,1
1141,3
1142,0
1143,5
1144,2
1145,5
1146,0
1147,1
1148,0
1149,3
1150,1
1151,4
1152,1
1153,1
1154,2
1155,3
1156,4
1157,3
1158,2
1159,3
1160,5
1161,5
1162,0
1163,1
1164,0
1165,5
1166,5
1167,0
1168,1
1169,0
1170,5
1171,3
1172,4
1173,3
1174,2
1175,3
1176,1
1177,2
1178,2
1179,5
1180,1
1181,3
1182,4
1183,2
1184,1
1185,4
1186,3
1187,5
1188,2
1189,2
1190,4
1191,4
1192,2
1193,0
1194,3
1195,1
1196,5
1197,5
1198,2
1199,2
1200,0
1201,0
1202,2
1203,3
1204,0
1205,2
1206,0
1207,5
1208,1
1209,3
1210,3
1211,3
1212,1
1213,3
1214,0
1215,4
1216,0
1217,3
1218,2
1219,5
1220,0
1221,5
1222,3
1223,4
1224,0
1225,2
1226,5
1227,2
1228,4
1229,2
1230,3
1231,3
1232,5
1233,5
1234,5
1235,1
1236,3
1237,1
1238,1
1239,3
1240,3
1241,2
1242,0
1243,2
1244,2
1245,4
1246,0
1247,2
1248,0
1249,3
1250,4
1251,0
1252,2
1253,4
1254,2
1255,4
1256,4
1257,4
1258,0
1259,1
1260,1
1261,0
1262,5
1263,5
1264,2
1265,5
1266,4
1267,0
1268,1
1269,4
1270,2
1271,0
1272,4
1273,5
1274,4
1275,2
1276,3
1277,2
1278,4
1279,4
1280,1
1281,2
1282,2
1283,2
1284,2
1285,3
1286,0
1287,4
1288,1
1289,0
1290,4
1291,1
1292,0
1293,5
1294,5
1295,3
1296,5
1297,3
1298,5
1299,4
1300,5
1301,0
1302,1
1303,2
1304,4
1305,4
1306,5
1307,3
1308,4
1309,0
1310,3
1311,1
1312,1
1313,3
1314,5
1315,3
1316,4
1317,0
1318,1
1319,3
1320,1
1321,0
1322,0
1323,4
1324,2
1325,1
1326,0
1327,4
1328,0
1329,3
1330,2
1331,1
1332,3
1333,2
1334,1
1335,2
1336,3
1337,5
1338,3
1339,2
1340,3
1341,4
1342,3
1343,5
1344,3
1345,4
1346,3
1347,3
1348,4
1349,0
1350,4
1351,2
1352,0
1353,4
1354,3
1355,4
1356,4
1357,0
1358,3
1359,0
1360,0
1361,0
1362,4
1363,3
1364,5
1365,0
1366,0
1367,1
1368,2
1369,1
1370,4
1371,5
1372,3
1373,2
1374,0
1375,1
1376,0
1377,4
1378,2
1379,0
1380,3
1381,3
1382,0
1383,5
1384,3
1385,0
1386,3
1387,3
1388,0
1389,3
1390,1
1391,0
1392,1
1393,3
1394,5
1395,3
1396,1
1397,0
1398,3
1399,3
1400,3
1401,0
1402,1
1403,3
1404,4
1405,2
1406,3
1407,0
1408,4
1409,0
1410,0
1411,3
1412,3
1413,3
1414,0
1415,2
1416,2
1417,3
1418,5
1419,0
1420,3
1421,4
1422,3
1423,1
1424,4
1425,0
1426,2
1427,1
1428,0
1429,2
1430,0
1431,5
1432,2
1433,2
1434,3
1435,5
1436,0
1437,4
1438,5
1439,1
1440,3
1441,5
1442,2
1443,5
1444,2
1445,1
1446,1
1447,4
1448,1
1449,3
1450,0
1451,3
1452,3
1453,1
1454,3
1455,3
1456,2
1457,3
1458,2
1459,0
1460,1
1461,2
1462,4
1463,5
1464,2
1465,0
1466,5
1467,1
1468,0
1469,1
1470,4
1471,5
1472,4
1473,0
1474,2
1475,5
1476,1
1477,3
1478,2
1479,5
1480,3
1481,1
1482,4
1483,0
1484,5
1485,1
1486,4
1487,0
1488,3
1489,1
1490,2
1491,2
1492,0
1493,4
1494,4
1495,2
1496,1
1497,2
1498,3
1499,2
1500,3
1501,1
1502,1
1503,1
1504,3
1505,1
1506,5
1507,2
1508,5
1509,2
1510,5
1511,4
1512,2
1513,4
1514,4
1515,5
1516,0
1517,2
1518,1
1519,4
1520,2
1521,3
1522,1
1523,3
1524,1
1525,5
1526,0
1527,3
1528,3
1529,0
1530,3
1531,4
1532,3
1533,2
1534,4
1535,2
1536,3
1537,2
1538,2
1539,0
1540,4
1541,5
1542,4
1543,1
1544,3
1545,1
1546,5
1547,0
1548,3
1549,4
1550,4
1551,0
1552,5
1553,2
1554,3
1555,0
1556,0
1557,1
1558,4
1559,5
1560,2
1561,3
1562,2
1563,3
1564,1
1565,3
1566,5
1567,0
1568,1
1569,1
1570,0
1571,0
1572,2
1573,5
1574,4
1575,0
1576,0
1577,1
1578,2
1579,5
1580,1
1581,5
1582,5
1583,3
1584,3
1585,0
1586,1
1587,4
1588,5
1589,2
1590,5
1591,3
1592,2
1593,4
1594,4
1595,4
1596,3
1597,5
1598,4
1599,4
1600,4
1601,1
1602,5
1603,1
1604,2
1605,0
1606,3
1607,2
1608,3
1609,1
1610,5
1611,0
1612,3
1613,1
1614,2
1615,0
1616,0
1617,5
1618,5
1619,0
1620,5
1621,3
1622,0
1623,1
1624,1
1625,4
1626,3
1627,3
1628,0
1629,2
1630,4
1631,3
1632,5
1633,5
1634,0
1635,3
1636,4
1637,3
1638,4
1639,1
1640,3
1641,4
1642,0
1643,4
1644,1
1645,1
1646,3
1647,5
1648,0
1649,4
1650,2
1651,0
1652,1
1653,0
1654,4
1655,3
1656,2
1657,5
1658,1
1659,3
1660,4
1661,1
1662,4
1663,5
1664,3
1665,2
1666,2
1667,1
1668,1
1669,0
1670,3
1671,0
1672,2
1673,2
1674,0
1675,5
1676,4
1677,5
1678,0
1679,2
1680,0
1681,3
1682,1
1683,4
1684,5
1685,0
1686,2
1687,5
1688,0
1689,0
1690,5
1691,3
1692,1
1693,3
1694,1
1695,1
1696,0
1697,5
1698,3
1699,1
1700,2
1701,1
1702,5
1703,4
1704,1
1705,4
1706,4
1707,1
1708,0
1709,4
1710,4
1711,0
1712,5
1713,2
1714,5
1715,0
1716,3
1717,5
1718,2
1719,4
1720,1
1721,0
1722,4
1723,4
1724,1
1725,5
1726,4
1727,1
1728,5
1729,1
1730,3
1731,3
1732,2
1733,1
1734,4
1735,2
1736,4
1737,2
1738,1
1739,1
1740,0
1741,2
1742,0
1743,0
1744,1
1745,5
1746,3
1747,1
1748,1
1749,0
1750,0
1751,2
1752,3
1753,2
1754,3
1755,5
1756,2
1757,3
1758,4
1759,3
1760,0
1761,0
1762,0
1763,4
1764,1
1765,1
1766,5
1767,0
1768,5
1769,0
1770,0
1771,0
1772,0
1773,4
1774,1
1775,0
1776,4
1777,5
1778,5
1779,1
1780,2
1781,5
1782,1
1783,2
1784,4
1785,0
1786,4
1787,4
1788,0
1789,3
1790,1
1791,4
1792,5
1793,0
1794,1
1795,1
1796,5
1797,4
1798,1
1799,1
1800,3
1801,4
1802,1
1803,0
1804,0
1805,5
1806,0
1807,1
1808,1
1809,1
1810,5
1811,3
1812,0
1813,1
1814,1
1815,1
1816,4
1817,3
1818,1
1819,2
1820,0
1821,0
1822,0
1823,2
1824,3
1825,3
1826,2
1827,2
1828,3
1829,0
1830,2
1831,4
1832,0
1833,2
1834,2
1835,4
1836,4
1837,3
1838,3
1839,3
1840,5
1841,5
1842,1
1843,1
1844,4
1845,5
1846,0
1847,5
1848,4
1849,5
1850,0
1851,0
1852,2
1853,2
1854,3
1855,4
1856,4
1857,0
1858,2
1859,5
1860,0
1861,4
1862,3
1863,4
1864,2
1865,1
1866,4
1867,5
1868,0
1869,5
1870,4
1871,0
1872,0
1873,5
1874,0
1875,2
1876,4
1877,3
1878,1
1879,1
1880,2
1881,5
1882,1
1883,5
1884,2
1885,0
1886,2
1887,2
1888,4
1889,3
1890,3
1891,0
1892,2
1893,3
1894,2
1895,0
1896,2
1897,3
1898,5
1899,2
1900,3
1901,0
1902,1
1903,3
1904,4
1905,0
1906,4
1907,0
1908,3
1909,1
1910,2
1911,1
1912,1
1913,2
1914,0
1915,0
1916,0
1917,4
1918,2
1919,4
1920,1
1921,4
1922,2
1923,3
1924,5
1925,0
1926,0
1927,0
1928,1
1929,1
1930,4
1931,3
1932,3
1933,2
1934,4
1935,5
1936,2
1937,3
1938,3
1939,0
1940,1
1941,1
1942,4
1943,0
1944,3
1945,1
1946,1
1947,1
1948,3
1949,2
1950,1
1951,5
1952,3
1953,0
1954,0
1955,4
1956,5
1957,3
1958,0
1959,4
1960,5
1961,3
1962,0
1963,5
1964,0
1965,4
1966,1
1967,1
1968,2
1969,1
1970,2
1971,3
1972,5
1973,4
1974,3
1975,3
1976,2
1977,0
1978,4
1979,0
1980,0
1981,4
1982,3
1983,2
1984,3
1985,4
1986,3
1987,2
1988,0
1989,5
1990,1
1991,2
1992,2
1993,3
1994,5
1995,2
1996,3
1997,5
1998,3
1999,3
2000,0
2001,4
2002,1
2003,4
2004,2
2005,1
2006,4
2007,5
2008,4
2009,0
2010,5
2011,5
2012,1
2013,0
2014,0
2015,0
2016,5
2017,2
2018,4
2019,4
2020,0
2021,3
2022,1
2023,1
2024,1
2025,5
2026,0
2027,0
2028,2
2029,3
2030,4
2031,1
2032,0
2033,3
2034,3
2035,2
2036,4
2037,2
2038,4
2039,2
2040,2
2041,2
2042,4
2043,4
2044,4
2045,3
2046,5
2047,2
2048,4
2049,5
2050,0
2051,4
2052,1
2053,0
2054,3
2055,1
2056,2
2057,2
2058,0
2059,5
2060,5
2061,3
2062,0
2063,5
2064,4
2065,4
2066,0
2067,1
2068,1
2069,2
2070,0
2071,3
2072,2
2073,2
2074,4
2075,4
2076,0
2077,0
2078,3
2079,0
2080,0
2081,0
2082,1
2083,3
2084,1
2085,5
2086,3
2087,5
2088,2
2089,3
2090,3
2091,1
2092,2
2093,3
2094,1
2095,1
2096,0
2097,0
2098,0
2099,3
2100,4
2101,0
2102,0
2103,0
2104,5
2105,1
2106,1
2107,4
2108,5
2109,0
2110,2
2111,1
2112,4
2113,0
2114,3
2115,0
2116,5
2117,3
2118,3
2119,4
2120,3
2121,2
2122,1
2123,1
2124,3
2125,0
2126,0
2127,5
2128,0
2129,3
2130,4
2131,4
2132,1
2133,1
2134,4
2135,2
2136,0
2137,3
2138,2
2139,5
2140,1
2141,2
2142,4
2143,1
2144,0
2145,4
2146,3
2147,0
2148,4
2149,4
2150,1
2151,1
2152,1
2153,3
2154,3
2155,4
2156,2
2157,2
2158,1
2159,5
2160,0
2161,1
2162,4
2163,2
2164,3
2165,4
2166,5
2167,5
2168,1
2169,0
2170,1
2171,5
2172,3
2173,4
2174,1
2175,3
2176,0
2177,1
2178,0
2179,0
2180,3
2181,0
2182,3
2183,2
2184,4
2185,0
2186,4
2187,4
2188,2
2189,1
2190,0
2191,3
2192,3
2193,5
2194,4
2195,0
2196,2
2197,0
2198,2
2199,0
2200,5
2201,2
2202,5
2203,2
2204,0
2205,3
2206,3
2207,2
2208,3
2209,4
2210,1
2211,4
2212,0
2213,1
2214,5
2215,5
2216,0
2217,0
2218,2
2219,2
2220,0
2221,0
2222,3
2223,1
2224,5
2225,5
2226,1
2227,3
2228,3
2229,3
2230,5
2231,1
2232,1
2233,1
2234,2
2235,5
2236,2
2237,1
2238,4
2239,1
2240,1
2241,3
2242,0
2243,3
2244,3
2245,4
2246,1
2247,3
2248,1
2249,2
2250,4
2251,4
2252,0
2253,2
2254,0
2255,0
2256,4
2257,0
2258,4
2259,3
2260,1
2261,5
2262,1
2263,4
2264,1
2265,1
2266,4
2267,1
2268,3
2269,0
2270,3
2271,1
2272,4
2273,2
2274,4
2275,3
2276,5
2277,2
2278,5
2279,5
2280,5
2281,1
2282,3
2283,5
2284,4
2285,5
2286,0
2287,1
2288,3
2289,5
2290,3
2291,0
2292,3
2293,3
2294,4
2295,5
2296,1
2297,0
2298,1
2299,5
2300,0
2301,1
2302,2
2303,5
2304,2
2305,2
2306,2
2307,2
2308,1
2309,1
2310,1
2311,3
2312,1
2313,3
2314,0
2315,0
2316,0
2317,3
2318,0
2319,4
2320,5
2321,2
2322,2
2323,3
2324,1
2325,4
2326,5
2327,4
2328,3
2329,0
2330,3
2331,0
2332,5
2333,5
2334,3
2335,4
2336,0
2337,1
2338,4
2339,1
2340,2
2341,2
2342,2
2343,0
2344,1
2345,2
2346,0
2347,3
2348,0
2349,1
2350,5
2351,1
2352,3
2353,2
2354,1
2355,5
2356,4
2357,5
2358,2
2359,1
2360,0
2361,2
2362,3
2363,2
2364,2
2365,4
2366,3
2367,5
2368,0
2369,0
2370,3
2371,5
2372,5
2373,3
2374,4
2375,5
2376,3
2377,0
2378,2
2379,5
2380,0
2381,0
2382,1
2383,2
2384,5
2385,5
2386,0
2387,5
2388,2
2389,0
2390,2
2391,1
2392,3
2393,2
2394,5
2395,3
2396,5
2397,1
2398,2
2399,1
2400,1
2401,4
2402,4
2403,4
2404,3
2405,2
2406,2
2407,0
2408,4
2409,5
2410,1
2411,2
2412,1
2413,1
2414,2
2415,4
2416,2
2417,1
2418,0
2419,0
2420,4
2421,3
2422,2
2423,0
2424,3
2425,2
2426,2
2427,0
2428,4
2429,0
2430,2
2431,2
2432,2
2433,1
2434,2
2435,1
2436,1
2437,5
2438,3
2439,3
2440,4
2441,1
2442,5
2443,1
2444,1
2445,1
2446,0
2447,0
2448,4
2449,3
2450,3
2451,0
2452,5
2453,2
2454,2
2455,2
2456,0
2457,4
2458,2
2459,0
2460,2
2461,3
2462,5
2463,2
2464,1
2465,5
2466,5
2467,1
2468,5
2469,0
2470,0
2471,3
2472,1
2473,3
2474,2
2475,1
2476,4
2477,5
2478,4
2479,1
2480,5
2481,0
2482,4
2483,3
2484,0
2485,2
2486,3
2487,2
2488,0
2489,2
2490,2
2491,0
2492,4
2493,3
2494,4
2495,2
2496,2
2497,0
2498,2
2499,0
2500,4
2501,1
2502,0
2503,1
2504,5
2505,4
2506,1
2507,2
2508,1
2509,2
2510,2
2511,3
2512,3
2513,5
2514,3
2515,4
2516,2
2517,1
2518,3
2519,4
2520,4
2521,0
2522,4
2523,3
2524,0
2525,5
2526,2
2527,2
2528,3
2529,3
2530,2
2531,3
2532,0
2533,5
2534,1
2535,0
2536,2
2537,2
2538,0
2539,5
2540,5
2541,5
2542,3
2543,3
2544,3
2545,2
2546,5
2547,5
2548,3
2549,0
2550,0
2551,3
2552,2
2553,3
2554,1
2555,1
2556,5
2557,3
2558,0
2559,0
2560,5
2561,0
2562,0
2563,0
2564,4
2565,1
2566,0
2567,2
2568,2
2569,2
2570,5
2571,3
2572,4
2573,5
2574,3
2575,4
2576,0
2577,4
2578,0
2579,4
2580,2
2581,1
2582,0
2583,2
2584,0
2585,4
2586,2
2587,0
2588,2
2589,0
2590,4
2591,4
2592,1
2593,5
2594,3
2595,4
2596,5
2597,2
2598,0
2599,2
2600,2
2601,1
2602,4
2603,1
2604,1
2605,2
2606,2
2607,0
2608,3
2609,3
2610,2
2611,4
2612,1
2613,4
2614,5
2615,2
2616,1
2617,5
2618,5
2619,0
2620,4
2621,5
2622,1
2623,3
2624,4
2625,0
2626,0
2627,2
2628,2
2629,3
2630,5
2631,4
2632,2
2633,2
2634,3
2635,3
2636,0
2637,0
2638,4
2639,3
2640,5
2641,2
2642,0
2643,2
2644,5
2645,0
2646,3
2647,0
2648,5
2649,3
2650,3
2651,3
2652,3
2653,0
2654,3
2655,4
2656,1
2657,0
2658,0
2659,2
2660,2
2661,5
2662,5
2663,2
2664,1
2665,4
2666,2
2667,1
2668,4
2669,2
2670,5
2671,0
2672,5
2673,1
2674,3
2675,0
2676,3
2677,4
2678,4
2679,4
2680,0
2681,3
2682,5
2683,1
2684,1
2685,0
2686,5
2687,4
2688,3
2689,5
2690,3
2691,3
2692,5
2693,3
2694,3
2695,4
2696,5
2697,0
2698,2
2699,3
2700,1
2701,1
2702,1
2703,2
2704,3
2705,0
2706,2
2707,0
2708,3
2709,4
2710,0
2711,2
2712,0
2713,2
2714,2
2715,2
2716,4
2717,3
2718,5
2719,5
2720,2
2721,3
2722,2
2723,2
2724,1
2725,3
2726,0
2727,2
2728,5
2729,2
2730,4
2731,5
2732,1
2733,1
2734,1
2735,0
2736,4
2737,2
2738,3
2739,2
2740,2
2741,4
2742,3
2743,1
2744,5
2745,5
2746,5
2747,5
2748,0
2749,1
2750,0
2751,1
2752,5
2753,1
2754,3
2755,1
2756,3
2757,4
2758,1
2759,2
2760,4
2761,1
2762,2
2763,2
2764,2
2765,3
2766,2
2767,1
2768,3
2769,2
2770,3
2771,2
2772,0
2773,1
2774,0
2775,1
2776,5
2777,1
2778,2
2779,1
2780,3
2781,0
2782,2
2783,1
2784,4
2785,3
2786,0
2787,0
2788,4
2789,4
2790,2
2791,3
2792,0
2793,0
2794,2
2795,4
2796,2
2797,2
2798,4
2799,3
2800,0
2801,5
2802,0
2803,0
2804,2
2805,0
2806,4
2807,2
2808,0
2809,1
2810,5
2811,0
2812,0
2813,0
2814,4
2815,2
2816,5
2817,3
2818,3
2819,0
2820,5
2821,5
2822,5
2823,3
2824,0
2825,1
2826,3
2827,0
2828,1
2829,5
2830,5
2831,0
2832,1
2833,4
2834,2
2835,1
2836,2
2837,5
2838,4
2839,1
2840,0
2841,1
2842,3
2843,5
2844,0
2845,3
2846,1
2847,2
2848,4
2849,0
2850,0
2851,0
2852,5
2853,1
2854,3
2855,5
2856,4
2857,4
2858,4
2859,2
2860,4
2861,3
2862,4
2863,0
2864,3
2865,4
2866,2
2867,5
2868,0
2869,5
2870,0
2871,4
2872,3
2873,2
2874,3
2875,5
2876,1
2877,4
2878,5
2879,1
2880,5
2881,1
2882,5
2883,3
2884,2
2885,4
2886,5
2887,5
2888,5
2889,4
2890,0
2891,1
2892,3
2893,5
2894,2
2895,1
2896,5
2897,2
2898,0
2899,0
2900,5
2901,3
2902,4
2903,3
2904,4
2905,0
2906,2
2907,2
2908,0
2909,0
2910,3
2911,0
2912,1
2913,0
2914,0
2915,1
2916,2
2917,0
2918,0
2919,1
2920,2
2921,4
2922,0
2923,3
2924,4
2925,2
2926,0
2927,4
2928,5
2929,1
2930,4
2931,4
2932,1
2933,2
2934,1
2935,3
2936,2
2937,0
2938,4
2939,0
2940,3
2941,1
2942,2
2943,0
2944,4
2945,5
2946,0
2947,1
2948,0
2949,0
2950,2
2951,4
2952,1
2953,3
2954,0
2955,4
2956,1
2957,3
2958,1
2959,1
2960,2
2961,2
2962,0
2963,1
2964,5
2965,2
2966,0
2967,4
2968,4
2969,2
2970,2
2971,2
2972,1
2973,5
2974,4
2975,4
2976,1
2977,4
2978,3
2979,3
2980,2
2981,3
2982,1
2983,4
2984,3
2985,5
2986,4
2987,0
2988,5
2989,0
2990,5
2991,4
2992,5
2993,5
2994,1
2995,0
2996,0
2997,0
